Object,Instance1,Attribute1_1,Attribute2_1,Attribute3_1,Attribute4_1,Attribute5_1,Probability_1,Instance2,Attribute1_2,Attribute2_2,Attribute3_2,Attribute4_2,Attribute5_2,Probability_2,Instance3,Attribute1_3,Attribute2_3,Attribute3_3,Attribute4_3,Attribute5_3,Probability_3
Object417_4,Instance1,153,-5,150,416,705,0.98,Instance2,153,-35,150,162,634,0.02,Instance3,153,-5,150,363,242,0.0
Object418_4,Instance1,37,-19,70,199,406,0.86,Instance2,37,-44,70,21,68,0.07,Instance3,37,-31,70,87,783,0.08
Object419_4,Instance1,905,-10,140,34,53,0.24,Instance2,905,-44,140,764,42,0.42,Instance3,905,-18,140,773,466,0.34
Object420_4,Instance1,668,-37,160,670,3,0.98,Instance2,668,-15,160,587,564,0.02,Instance3,668,-33,160,805,678,0.0
Object421_4,Instance1,997,-43,130,847,432,0.43,Instance2,997,-42,130,876,316,0.37,Instance3,997,-39,130,150,951,0.2
Object422_4,Instance1,802,-47,160,718,394,0.97,Instance2,802,-14,160,453,433,0.02,Instance3,802,-35,160,562,456,0.02
Object423_4,Instance1,76,-49,50,819,791,0.14,Instance2,76,-48,50,772,535,0.44,Instance3,76,-9,50,123,160,0.41
Object424_4,Instance1,736,-3,190,674,280,0.07,Instance2,736,-32,190,891,208,0.64,Instance3,736,-19,190,442,866,0.29
Object425_4,Instance1,607,-46,80,7,309,0.9,Instance2,607,-20,80,720,138,0.09,Instance3,607,-9,80,297,530,0.01
Object426_4,Instance1,406,-18,10,942,77,0.53,Instance2,406,-37,10,427,199,0.21,Instance3,406,-11,10,715,227,0.26
Object427_4,Instance1,291,-42,10,3,860,0.85,Instance2,291,-47,10,661,56,0.03,Instance3,291,-27,10,619,58,0.13
Object428_4,Instance1,699,-41,150,707,466,0.96,Instance2,699,-50,150,962,413,0.01,Instance3,699,-30,150,955,3,0.03
Object429_4,Instance1,209,-26,20,937,258,0.2,Instance2,209,-23,20,950,387,0.43,Instance3,209,-41,20,425,107,0.38
Object430_4,Instance1,504,-2,90,23,223,0.76,Instance2,504,-38,90,611,969,0.01,Instance3,504,-35,90,941,657,0.22
Object431_4,Instance1,459,-21,110,782,953,0.82,Instance2,459,-11,110,142,540,0.06,Instance3,459,-37,110,515,317,0.12
Object432_4,Instance1,251,-13,200,530,736,0.66,Instance2,251,-47,200,990,357,0.09,Instance3,251,-4,200,79,184,0.25
Object433_4,Instance1,257,-25,110,862,814,0.9,Instance2,257,-14,110,604,613,0.02,Instance3,257,-39,110,699,434,0.08
Object434_4,Instance1,288,-17,70,794,829,0.95,Instance2,288,-45,70,91,781,0.02,Instance3,288,-48,70,801,514,0.04
Object435_4,Instance1,902,-15,70,853,942,0.16,Instance2,902,-39,70,118,929,0.83,Instance3,902,-22,70,913,685,0.01
Object436_4,Instance1,733,-21,140,352,144,0.03,Instance2,733,-32,140,183,647,0.03,Instance3,733,-12,140,417,327,0.95
Object437_4,Instance1,255,-43,20,410,459,0.92,Instance2,255,-34,20,546,294,0.06,Instance3,255,-48,20,355,228,0.03
Object438_4,Instance1,852,-28,40,609,906,0.8,Instance2,852,-9,40,104,285,0.03,Instance3,852,-28,40,903,376,0.17
Object439_4,Instance1,556,-38,70,90,546,0.19,Instance2,556,-9,70,910,437,0.7,Instance3,556,-39,70,716,345,0.11
Object440_4,Instance1,506,-21,40,855,497,0.09,Instance2,506,-6,40,686,648,0.75,Instance3,506,-31,40,740,711,0.15
Object441_4,Instance1,931,-17,100,666,964,0.78,Instance2,931,-19,100,146,929,0.13,Instance3,931,-10,100,89,759,0.1
Object442_4,Instance1,808,-32,170,586,782,0.13,Instance2,808,-39,170,343,67,0.05,Instance3,808,-42,170,505,831,0.82
Object443_4,Instance1,476,-14,20,75,397,0.4,Instance2,476,-46,20,14,93,0.09,Instance3,476,-34,20,147,45,0.51
Object444_4,Instance1,900,-46,130,63,728,0.17,Instance2,900,-2,130,292,468,0.78,Instance3,900,-28,130,384,436,0.04
Object445_4,Instance1,263,-28,80,950,25,0.46,Instance2,263,-21,80,829,235,0.1,Instance3,263,-9,80,47,446,0.45
Object446_4,Instance1,532,-47,180,890,414,0.67,Instance2,532,-42,180,180,513,0.2,Instance3,532,-30,180,98,907,0.13
Object447_4,Instance1,67,-28,160,74,150,0.16,Instance2,67,-37,160,110,449,0.41,Instance3,67,-2,160,760,687,0.43
Object448_4,Instance1,627,-28,150,980,225,0.93,Instance2,627,-13,150,649,582,0.04,Instance3,627,-37,150,652,723,0.03
Object449_4,Instance1,153,-25,150,554,409,0.24,Instance2,153,-17,150,502,508,0.39,Instance3,153,-33,150,310,378,0.37
Object450_4,Instance1,281,-32,110,307,400,0.2,Instance2,281,-5,110,818,527,0.17,Instance3,281,-1,110,165,968,0.63
Object451_4,Instance1,641,-16,110,662,440,0.39,Instance2,641,-49,110,805,58,0.46,Instance3,641,-3,110,765,582,0.15
Object452_4,Instance1,169,-31,150,195,658,0.92,Instance2,169,-5,150,792,808,0.03,Instance3,169,-37,150,20,937,0.05
Object453_4,Instance1,222,-13,60,542,818,0.05,Instance2,222,-37,60,196,916,0.05,Instance3,222,-38,60,807,976,0.89
Object454_4,Instance1,42,-25,90,437,454,0.43,Instance2,42,-13,90,704,485,0.26,Instance3,42,-48,90,836,983,0.31
Object455_4,Instance1,713,-26,180,270,71,0.58,Instance2,713,-35,180,495,702,0.33,Instance3,713,-28,180,523,305,0.08
Object456_4,Instance1,331,-1,140,442,739,0.8,Instance2,331,-9,140,791,339,0.06,Instance3,331,-19,140,406,814,0.14
Object457_4,Instance1,312,-19,180,0,984,0.62,Instance2,312,-11,180,582,232,0.29,Instance3,312,-35,180,146,959,0.08
Object458_4,Instance1,13,-24,90,646,946,0.6,Instance2,13,-8,90,928,902,0.32,Instance3,13,-1,90,596,91,0.08
Object459_4,Instance1,649,-11,10,65,747,0.3,Instance2,649,-20,10,318,324,0.28,Instance3,649,-20,10,320,114,0.42
Object460_4,Instance1,729,-25,200,572,426,0.96,Instance2,729,-32,200,611,865,0.03,Instance3,729,-29,200,290,894,0.01
Object461_4,Instance1,589,-1,180,187,794,0.84,Instance2,589,-34,180,539,513,0.08,Instance3,589,-14,180,938,760,0.08
Object462_4,Instance1,306,-18,80,41,333,0.87,Instance2,306,-32,80,982,155,0.05,Instance3,306,-50,80,4,392,0.08
Object463_4,Instance1,847,-46,140,101,703,0.73,Instance2,847,-50,140,428,947,0.14,Instance3,847,-42,140,215,585,0.13
Object464_4,Instance1,142,-26,80,800,300,0.43,Instance2,142,-26,80,72,360,0.26,Instance3,142,-3,80,974,141,0.32
Object465_4,Instance1,161,-38,180,481,298,0.78,Instance2,161,-8,180,548,697,0.19,Instance3,161,-6,180,530,971,0.03
Object466_4,Instance1,271,-39,160,405,58,0.69,Instance2,271,-43,160,431,861,0.06,Instance3,271,-43,160,111,137,0.25
Object467_4,Instance1,257,-15,110,755,99,0.37,Instance2,257,-11,110,68,522,0.46,Instance3,257,-33,110,986,735,0.17
Object468_4,Instance1,823,-28,160,146,208,0.4,Instance2,823,-44,160,331,410,0.4,Instance3,823,-30,160,270,564,0.21
Object469_4,Instance1,11,-17,110,811,782,0.12,Instance2,11,-2,110,7,507,0.76,Instance3,11,-9,110,934,780,0.12
Object470_4,Instance1,404,-20,190,777,733,0.34,Instance2,404,-14,190,724,422,0.1,Instance3,404,-36,190,710,963,0.56
Object471_4,Instance1,716,-30,70,100,227,0.25,Instance2,716,-5,70,563,648,0.1,Instance3,716,-6,70,903,885,0.65
Object472_4,Instance1,778,-8,20,896,954,0.96,Instance2,778,-30,20,344,982,0.0,Instance3,778,-43,20,90,264,0.04
Object473_4,Instance1,196,-13,150,280,877,0.91,Instance2,196,-39,150,217,787,0.09,Instance3,196,-18,150,777,977,0.01
Object474_4,Instance1,331,-49,100,757,495,0.4,Instance2,331,-14,100,702,54,0.13,Instance3,331,-44,100,665,466,0.47
Object475_4,Instance1,354,-43,160,592,907,0.97,Instance2,354,-16,160,981,625,0.0,Instance3,354,-14,160,25,361,0.03
Object476_4,Instance1,240,-23,100,535,134,0.23,Instance2,240,-9,100,421,899,0.67,Instance3,240,-23,100,785,173,0.1
Object477_4,Instance1,973,-18,180,46,507,0.9,Instance2,973,-38,180,199,725,0.07,Instance3,973,-28,180,916,503,0.03
Object478_4,Instance1,671,-24,140,181,158,0.39,Instance2,671,-24,140,883,745,0.2,Instance3,671,-36,140,384,252,0.41
Object479_4,Instance1,991,-17,100,28,635,0.09,Instance2,991,-24,100,487,371,0.13,Instance3,991,-36,100,685,675,0.78
Object480_4,Instance1,455,-49,130,629,222,0.65,Instance2,455,-22,130,562,206,0.05,Instance3,455,-26,130,848,802,0.3
Object481_4,Instance1,629,-48,190,477,542,0.45,Instance2,629,-7,190,741,862,0.53,Instance3,629,-21,190,796,337,0.02
Object482_4,Instance1,521,-29,170,462,648,0.31,Instance2,521,-50,170,624,607,0.22,Instance3,521,-48,170,454,123,0.47
Object483_4,Instance1,620,-11,140,801,92,0.15,Instance2,620,-14,140,694,360,0.67,Instance3,620,-45,140,498,667,0.19
Object484_4,Instance1,913,-37,130,944,301,0.05,Instance2,913,-46,130,701,365,0.71,Instance3,913,-12,130,797,373,0.24
Object485_4,Instance1,930,-40,100,911,467,0.03,Instance2,930,-9,100,421,251,0.44,Instance3,930,-46,100,626,213,0.53
Object486_4,Instance1,352,-11,160,383,502,0.78,Instance2,352,-13,160,69,720,0.2,Instance3,352,-11,160,799,271,0.01
Object487_4,Instance1,472,-3,110,598,858,0.96,Instance2,472,-33,110,862,814,0.03,Instance3,472,-14,110,576,460,0.01
Object488_4,Instance1,163,-7,40,80,740,0.76,Instance2,163,-39,40,583,593,0.06,Instance3,163,-19,40,135,745,0.18
Object489_4,Instance1,581,-14,160,851,423,0.54,Instance2,581,-38,160,800,145,0.13,Instance3,581,-26,160,1,2,0.33
Object490_4,Instance1,867,-5,70,210,416,0.91,Instance2,867,-34,70,904,180,0.04,Instance3,867,-42,70,816,614,0.05
Object491_4,Instance1,943,-39,50,900,351,0.96,Instance2,943,-11,50,411,615,0.04,Instance3,943,-50,50,999,647,0.0
Object492_4,Instance1,967,-18,40,1,269,0.41,Instance2,967,-26,40,237,552,0.57,Instance3,967,-29,40,905,509,0.02
Object493_4,Instance1,653,-12,150,651,550,0.65,Instance2,653,-4,150,20,582,0.29,Instance3,653,-9,150,342,458,0.06
Object494_4,Instance1,479,-13,150,873,538,0.03,Instance2,479,-10,150,352,192,0.07,Instance3,479,-36,150,39,497,0.9
Object495_4,Instance1,927,-7,110,229,701,0.88,Instance2,927,-11,110,591,126,0.09,Instance3,927,-11,110,523,928,0.03
Object496_4,Instance1,20,-14,40,504,408,0.74,Instance2,20,-18,40,781,641,0.2,Instance3,20,-30,40,971,241,0.06
Object497_4,Instance1,574,-19,60,180,571,0.43,Instance2,574,-5,60,152,982,0.18,Instance3,574,-24,60,752,453,0.39
Object498_4,Instance1,289,-47,200,954,138,0.64,Instance2,289,-23,200,891,520,0.33,Instance3,289,-18,200,843,221,0.03
Object499_4,Instance1,174,-26,70,684,990,0.37,Instance2,174,-40,70,504,141,0.18,Instance3,174,-39,70,268,418,0.45
Object500_4,Instance1,365,-44,90,582,987,0.83,Instance2,365,-46,90,250,604,0.05,Instance3,365,-18,90,688,868,0.11
Object501_4,Instance1,152,-20,140,833,766,0.2,Instance2,152,-5,140,133,302,0.58,Instance3,152,-24,140,882,442,0.22
Object502_4,Instance1,295,-22,140,202,632,0.26,Instance2,295,-4,140,891,639,0.34,Instance3,295,-8,140,811,825,0.4
Object503_4,Instance1,711,-39,30,435,405,0.17,Instance2,711,-30,30,795,278,0.46,Instance3,711,-22,30,653,104,0.37
Object504_4,Instance1,396,-29,130,163,17,0.32,Instance2,396,-41,130,689,798,0.34,Instance3,396,-7,130,372,326,0.34
Object505_4,Instance1,251,-27,70,643,11,0.52,Instance2,251,-45,70,388,580,0.23,Instance3,251,-36,70,425,459,0.25
Object506_4,Instance1,353,-36,110,97,416,0.88,Instance2,353,-11,110,490,603,0.06,Instance3,353,-6,110,651,941,0.07
Object507_4,Instance1,21,-37,160,886,152,0.4,Instance2,21,-42,160,474,149,0.21,Instance3,21,-30,160,172,828,0.39
Object508_4,Instance1,457,-11,90,266,911,0.38,Instance2,457,-5,90,282,388,0.29,Instance3,457,-18,90,881,274,0.33
Object509_4,Instance1,957,-33,150,136,817,0.59,Instance2,957,-8,150,530,780,0.18,Instance3,957,-23,150,78,588,0.23
Object510_4,Instance1,751,-22,10,494,871,0.04,Instance2,751,-3,10,469,770,0.49,Instance3,751,-9,10,766,632,0.47
Object511_4,Instance1,654,-26,20,772,384,0.38,Instance2,654,-30,20,684,620,0.39,Instance3,654,-26,20,299,295,0.23
Object512_4,Instance1,176,-41,60,115,35,0.77,Instance2,176,-18,60,605,207,0.16,Instance3,176,-49,60,62,6,0.07
Object513_4,Instance1,151,-3,140,50,227,0.13,Instance2,151,-36,140,667,898,0.34,Instance3,151,-26,140,545,286,0.53
Object514_4,Instance1,332,-16,80,101,889,0.29,Instance2,332,-46,80,597,613,0.47,Instance3,332,-27,80,849,132,0.24
Object515_4,Instance1,351,-40,40,172,573,0.53,Instance2,351,-38,40,181,923,0.08,Instance3,351,-26,40,704,886,0.38
Object516_4,Instance1,333,-35,140,195,744,0.31,Instance2,333,-44,140,100,429,0.57,Instance3,333,-2,140,962,95,0.12
Object517_4,Instance1,341,-32,190,958,601,0.35,Instance2,341,-12,190,543,678,0.41,Instance3,341,-19,190,730,547,0.25
Object518_4,Instance1,279,-35,190,699,825,0.2,Instance2,279,-11,190,468,826,0.66,Instance3,279,-11,190,233,351,0.14
Object519_4,Instance1,135,-1,100,55,929,0.23,Instance2,135,-25,100,199,692,0.15,Instance3,135,-2,100,927,299,0.62
Object520_4,Instance1,830,-42,20,838,651,0.59,Instance2,830,-15,20,403,642,0.18,Instance3,830,-40,20,138,475,0.23
Object521_4,Instance1,715,-21,190,787,602,0.72,Instance2,715,-30,190,107,936,0.26,Instance3,715,-30,190,264,959,0.02
Object522_4,Instance1,799,-15,50,239,846,0.23,Instance2,799,-48,50,389,281,0.23,Instance3,799,-29,50,582,996,0.54
Object523_4,Instance1,675,-19,30,797,686,0.52,Instance2,675,-22,30,224,414,0.31,Instance3,675,-33,30,977,377,0.17
Object524_4,Instance1,174,-30,30,281,664,0.01,Instance2,174,-9,30,332,935,0.19,Instance3,174,-36,30,759,237,0.79
Object525_4,Instance1,281,-17,150,140,311,0.49,Instance2,281,-47,150,251,163,0.37,Instance3,281,-22,150,405,175,0.14
Object526_4,Instance1,104,-26,90,392,35,0.79,Instance2,104,-15,90,885,982,0.08,Instance3,104,-39,90,448,838,0.12
Object527_4,Instance1,860,-3,140,848,275,0.71,Instance2,860,-45,140,178,980,0.28,Instance3,860,-32,140,209,207,0.0
Object528_4,Instance1,882,-13,70,452,272,0.12,Instance2,882,-20,70,154,249,0.55,Instance3,882,-20,70,722,614,0.32
Object529_4,Instance1,204,-18,80,334,845,0.58,Instance2,204,-33,80,817,428,0.4,Instance3,204,-50,80,265,328,0.02
Object530_4,Instance1,674,-26,30,968,431,0.82,Instance2,674,-28,30,651,789,0.09,Instance3,674,-49,30,424,339,0.1
Object531_4,Instance1,819,-48,160,276,180,0.68,Instance2,819,-15,160,243,858,0.1,Instance3,819,-29,160,826,907,0.21
Object532_4,Instance1,854,-19,170,116,543,0.63,Instance2,854,-9,170,294,761,0.26,Instance3,854,-26,170,549,918,0.11
Object533_4,Instance1,736,-3,30,397,700,0.08,Instance2,736,-42,30,390,877,0.49,Instance3,736,-19,30,95,25,0.43
Object534_4,Instance1,635,-16,180,821,520,0.41,Instance2,635,-22,180,435,657,0.2,Instance3,635,-5,180,915,475,0.39
Object535_4,Instance1,585,-49,180,642,43,0.49,Instance2,585,-47,180,102,231,0.35,Instance3,585,-32,180,869,646,0.15
Object536_4,Instance1,1,-24,190,669,858,0.77,Instance2,1,-44,190,554,523,0.18,Instance3,1,-45,190,819,785,0.05
Object537_4,Instance1,587,-37,30,268,84,0.78,Instance2,587,-13,30,15,150,0.12,Instance3,587,-45,30,386,161,0.09
Object538_4,Instance1,115,-37,180,899,609,0.94,Instance2,115,-14,180,516,319,0.03,Instance3,115,-2,180,696,254,0.03
Object539_4,Instance1,289,-32,10,982,323,0.06,Instance2,289,-46,10,46,485,0.21,Instance3,289,-49,10,31,341,0.74
Object540_4,Instance1,287,-5,20,185,143,0.73,Instance2,287,-18,20,629,39,0.18,Instance3,287,-36,20,481,460,0.09
Object541_4,Instance1,909,-40,160,835,210,0.34,Instance2,909,-10,160,499,860,0.63,Instance3,909,-27,160,26,208,0.03
Object542_4,Instance1,443,-24,100,33,864,0.56,Instance2,443,-48,100,837,564,0.08,Instance3,443,-40,100,350,467,0.36
Object543_4,Instance1,785,-39,150,16,929,0.15,Instance2,785,-17,150,323,733,0.01,Instance3,785,-4,150,102,987,0.83
Object544_4,Instance1,365,-24,190,561,858,0.48,Instance2,365,-16,190,736,908,0.26,Instance3,365,-25,190,361,820,0.26
Object545_4,Instance1,910,-40,140,183,498,0.7,Instance2,910,-40,140,48,85,0.21,Instance3,910,-19,140,539,112,0.09
Object546_4,Instance1,56,-19,170,931,600,0.92,Instance2,56,-24,170,474,967,0.03,Instance3,56,-30,170,556,941,0.05
Object547_4,Instance1,619,-12,50,474,532,0.17,Instance2,619,-7,50,114,469,0.06,Instance3,619,-38,50,306,668,0.77
Object548_4,Instance1,925,-38,160,167,724,0.32,Instance2,925,-3,160,347,79,0.48,Instance3,925,-16,160,705,543,0.2
Object549_4,Instance1,862,-5,190,471,134,0.63,Instance2,862,-33,190,619,856,0.27,Instance3,862,-33,190,704,821,0.1
Object550_4,Instance1,714,-38,170,721,991,0.86,Instance2,714,-4,170,35,286,0.05,Instance3,714,-9,170,545,956,0.09
Object551_4,Instance1,436,-43,170,89,423,0.72,Instance2,436,-4,170,525,89,0.2,Instance3,436,-5,170,0,456,0.07
Object552_4,Instance1,315,-6,150,975,509,0.75,Instance2,315,-6,150,810,89,0.23,Instance3,315,-22,150,145,23,0.02
Object553_4,Instance1,909,-44,60,291,469,0.63,Instance2,909,-42,60,967,623,0.32,Instance3,909,-13,60,910,668,0.05
Object554_4,Instance1,840,-29,50,987,212,0.54,Instance2,840,-10,50,147,585,0.25,Instance3,840,-43,50,3,475,0.21
Object555_4,Instance1,907,-20,80,547,120,0.93,Instance2,907,-14,80,635,110,0.02,Instance3,907,-20,80,879,453,0.05
Object556_4,Instance1,242,-27,60,350,664,0.4,Instance2,242,-16,60,1000,608,0.55,Instance3,242,-37,60,266,110,0.04
Object557_4,Instance1,987,-10,80,635,410,0.74,Instance2,987,-42,80,315,382,0.08,Instance3,987,-12,80,196,313,0.18
Object558_4,Instance1,689,-17,190,790,539,0.37,Instance2,689,-21,190,150,384,0.55,Instance3,689,-46,190,984,473,0.08
Object559_4,Instance1,126,-40,170,733,333,0.04,Instance2,126,-19,170,612,43,0.09,Instance3,126,-46,170,122,405,0.87
Object560_4,Instance1,767,-20,130,227,9,0.15,Instance2,767,-32,130,573,69,0.45,Instance3,767,-3,130,93,170,0.4
Object561_4,Instance1,412,-3,50,6,646,0.43,Instance2,412,-46,50,916,191,0.43,Instance3,412,-42,50,372,599,0.14
Object562_4,Instance1,752,-48,60,260,158,0.88,Instance2,752,-39,60,414,561,0.01,Instance3,752,-47,60,235,354,0.12
Object563_4,Instance1,284,-11,150,382,470,0.36,Instance2,284,-50,150,663,704,0.58,Instance3,284,-1,150,257,524,0.05
Object564_4,Instance1,527,-21,110,545,278,0.92,Instance2,527,-30,110,990,149,0.05,Instance3,527,-46,110,400,339,0.03
Object565_4,Instance1,585,-42,50,663,654,0.92,Instance2,585,-45,50,984,399,0.03,Instance3,585,-39,50,386,346,0.05
Object566_4,Instance1,83,-49,140,88,525,0.05,Instance2,83,-14,140,181,844,0.24,Instance3,83,-5,140,626,319,0.71
Object567_4,Instance1,22,-26,80,481,672,0.65,Instance2,22,-38,80,258,461,0.21,Instance3,22,-11,80,570,7,0.14
Object568_4,Instance1,282,-45,70,704,350,0.35,Instance2,282,-42,70,56,898,0.42,Instance3,282,-31,70,885,369,0.23
Object569_4,Instance1,467,-13,90,997,680,0.91,Instance2,467,-23,90,117,299,0.02,Instance3,467,-5,90,265,385,0.08
Object570_4,Instance1,961,-47,90,439,385,0.27,Instance2,961,-26,90,876,953,0.28,Instance3,961,-14,90,16,588,0.45
Object571_4,Instance1,738,-7,40,336,516,0.02,Instance2,738,-27,40,820,225,0.6,Instance3,738,-38,40,346,825,0.38
Object572_4,Instance1,927,-15,110,828,803,0.32,Instance2,927,-40,110,163,79,0.17,Instance3,927,-50,110,907,804,0.51
Object573_4,Instance1,264,-40,110,366,647,0.94,Instance2,264,-19,110,195,845,0.03,Instance3,264,-2,110,529,240,0.03
Object574_4,Instance1,481,-18,180,547,530,0.93,Instance2,481,-5,180,187,675,0.02,Instance3,481,-7,180,71,257,0.05
Object575_4,Instance1,562,-25,180,82,1,0.37,Instance2,562,-37,180,189,975,0.21,Instance3,562,-18,180,500,368,0.41
Object576_4,Instance1,212,-13,20,184,28,0.83,Instance2,212,-14,20,539,987,0.02,Instance3,212,-25,20,621,694,0.15
Object577_4,Instance1,275,-27,150,960,151,0.14,Instance2,275,-1,150,877,841,0.59,Instance3,275,-49,150,512,462,0.27
Object578_4,Instance1,385,-47,140,314,728,0.79,Instance2,385,-41,140,870,941,0.13,Instance3,385,-3,140,757,496,0.08
Object579_4,Instance1,20,-22,200,563,717,0.66,Instance2,20,-48,200,439,444,0.21,Instance3,20,-40,200,6,911,0.12
Object580_4,Instance1,681,-8,180,763,126,0.74,Instance2,681,-4,180,807,819,0.08,Instance3,681,-30,180,909,718,0.18
Object581_4,Instance1,533,-20,30,353,868,0.31,Instance2,533,-35,30,631,733,0.65,Instance3,533,-20,30,116,650,0.05
Object582_4,Instance1,111,-44,160,661,925,0.26,Instance2,111,-24,160,152,226,0.06,Instance3,111,-34,160,143,85,0.68
Object583_4,Instance1,583,-42,170,395,799,0.71,Instance2,583,-35,170,631,50,0.17,Instance3,583,-7,170,489,863,0.11
Object584_4,Instance1,887,-34,150,803,954,0.84,Instance2,887,-47,150,279,949,0.04,Instance3,887,-30,150,607,941,0.12
Object585_4,Instance1,204,-47,190,849,594,0.58,Instance2,204,-3,190,906,918,0.08,Instance3,204,-17,190,781,109,0.34
Object586_4,Instance1,563,-40,150,395,734,0.4,Instance2,563,-35,150,361,867,0.31,Instance3,563,-29,150,935,874,0.29
Object587_4,Instance1,197,-34,70,469,9,0.42,Instance2,197,-35,70,654,847,0.29,Instance3,197,-42,70,264,685,0.29
Object588_4,Instance1,113,-28,170,189,744,0.18,Instance2,113,-1,170,460,541,0.38,Instance3,113,-2,170,140,281,0.44
Object589_4,Instance1,330,-14,20,856,593,0.36,Instance2,330,-15,20,246,141,0.04,Instance3,330,-40,20,888,831,0.6
Object590_4,Instance1,242,-39,20,406,519,0.16,Instance2,242,-36,20,887,494,0.09,Instance3,242,-18,20,596,216,0.75
Object591_4,Instance1,168,-39,70,714,12,0.6,Instance2,168,-4,70,563,732,0.39,Instance3,168,-37,70,847,531,0.01
Object592_4,Instance1,868,-33,50,240,33,0.32,Instance2,868,-10,50,673,545,0.41,Instance3,868,-43,50,655,361,0.27
Object593_4,Instance1,936,-47,140,408,930,0.24,Instance2,936,-11,140,361,41,0.58,Instance3,936,-47,140,952,362,0.18
Object594_4,Instance1,785,-44,150,107,663,0.84,Instance2,785,-19,150,137,989,0.04,Instance3,785,-29,150,358,164,0.11
Object595_4,Instance1,159,-20,170,970,870,0.57,Instance2,159,-50,170,380,951,0.14,Instance3,159,-4,170,764,263,0.28
Object596_4,Instance1,180,-23,180,538,447,0.5,Instance2,180,-49,180,490,497,0.22,Instance3,180,-8,180,750,793,0.27
Object597_4,Instance1,944,-25,50,0,949,0.29,Instance2,944,-44,50,487,432,0.1,Instance3,944,-28,50,410,19,0.61
Object598_4,Instance1,296,-18,100,113,571,0.34,Instance2,296,-26,100,61,445,0.58,Instance3,296,-44,100,122,331,0.08
Object599_4,Instance1,676,-29,130,43,460,0.1,Instance2,676,-20,130,289,717,0.16,Instance3,676,-42,130,367,177,0.75
Object600_4,Instance1,955,-44,180,759,156,0.11,Instance2,955,-11,180,9,559,0.73,Instance3,955,-24,180,923,796,0.17
Object601_4,Instance1,749,-1,50,664,668,0.43,Instance2,749,-48,50,274,129,0.08,Instance3,749,-35,50,104,687,0.49
Object602_4,Instance1,904,-19,100,701,19,0.72,Instance2,904,-48,100,221,764,0.14,Instance3,904,-23,100,416,139,0.13
Object603_4,Instance1,151,-4,70,291,509,0.87,Instance2,151,-15,70,641,65,0.06,Instance3,151,-8,70,245,56,0.08
Object604_4,Instance1,999,-15,40,602,34,0.18,Instance2,999,-42,40,828,701,0.31,Instance3,999,-18,40,395,132,0.51
Object605_4,Instance1,619,-10,150,232,671,0.77,Instance2,619,-45,150,800,888,0.19,Instance3,619,-48,150,561,857,0.04
Object606_4,Instance1,593,-47,80,999,302,0.0,Instance2,593,-14,80,967,506,0.16,Instance3,593,-50,80,76,885,0.84
Object607_4,Instance1,70,-42,150,403,600,0.89,Instance2,70,-8,150,852,140,0.0,Instance3,70,-10,150,589,246,0.11
Object608_4,Instance1,696,-49,200,342,211,0.46,Instance2,696,-29,200,362,593,0.37,Instance3,696,-28,200,53,731,0.16
Object609_4,Instance1,666,-14,30,499,468,0.25,Instance2,666,-37,30,911,503,0.09,Instance3,666,-46,30,482,696,0.66
Object610_4,Instance1,763,-45,60,704,411,0.91,Instance2,763,-7,60,345,750,0.04,Instance3,763,-43,60,91,925,0.05
Object611_4,Instance1,778,-17,130,716,570,0.28,Instance2,778,-43,130,828,672,0.54,Instance3,778,-37,130,261,285,0.18
Object612_4,Instance1,591,-29,140,968,575,0.74,Instance2,591,-44,140,82,660,0.13,Instance3,591,-36,140,595,192,0.13
Object613_4,Instance1,248,-27,60,5,634,0.02,Instance2,248,-38,60,618,506,0.91,Instance3,248,-25,60,585,854,0.07
Object614_4,Instance1,279,-20,200,386,169,0.02,Instance2,279,-21,200,370,844,0.27,Instance3,279,-46,200,829,362,0.71
Object615_4,Instance1,431,-27,130,374,207,0.31,Instance2,431,-4,130,257,329,0.63,Instance3,431,-46,130,841,444,0.06
Object616_4,Instance1,897,-21,160,137,254,0.02,Instance2,897,-10,160,337,554,0.4,Instance3,897,-6,160,616,263,0.59
Object617_4,Instance1,271,-15,10,116,170,0.22,Instance2,271,-30,10,309,431,0.22,Instance3,271,-44,10,817,545,0.56
Object618_4,Instance1,613,-2,160,68,754,0.1,Instance2,613,-29,160,75,99,0.69,Instance3,613,-48,160,787,121,0.21
Object619_4,Instance1,907,-48,20,853,813,0.56,Instance2,907,-30,20,146,742,0.25,Instance3,907,-31,20,745,661,0.19
Object620_4,Instance1,946,-46,90,613,175,0.99,Instance2,946,-47,90,242,497,0.0,Instance3,946,-28,90,460,418,0.01
Object621_4,Instance1,73,-45,40,178,151,0.24,Instance2,73,-7,40,888,396,0.46,Instance3,73,-16,40,286,524,0.29
Object622_4,Instance1,13,-39,30,618,265,0.69,Instance2,13,-14,30,232,131,0.3,Instance3,13,-6,30,830,928,0.01
Object623_4,Instance1,969,-1,150,627,577,0.76,Instance2,969,-40,150,31,754,0.04,Instance3,969,-31,150,647,153,0.2
Object624_4,Instance1,33,-20,130,950,345,0.5,Instance2,33,-45,130,917,720,0.42,Instance3,33,-2,130,838,119,0.08
Object625_4,Instance1,758,-25,40,798,902,0.26,Instance2,758,-27,40,534,417,0.09,Instance3,758,-16,40,811,841,0.66
